"순번","비상소화장치ID","비상소화장치번호","서소코드","최종변경일시","새주소","위도","경도"
"549","719809002","5-33","71255","20090326192709","산복길234","37.6131699","126.9713203"
"551","779908055","141","77250","20090326163445","한의대1길45","37.5853492","127.0242315"
"552","779908057","143","77250","20090326185301"," ","37.5948328","127.0370701"
"553","779908050","136","77253","20090408172107"," ","37.6132062","127.0511829"
"554","779908028","114","77253","20090408172509"," ","37.6091184","127.0487457"
"555","779605016","77","77253","20090408172315"," ","37.6205976","127.0477618"
"556","779908033","119","77253","20090408172403"," ","37.6226346","127.0471433"
"557","779908021","107","77253","20090408172330"," ","37.6200352","127.0518877"
"558","779605001","62","77253","20090408172212"," ","37.6130195","127.0459338"
"559","779908047","133","77253","20090408172233"," ","37.6119082","127.0392338"
"560","779908049","135","77253","20090408172522"," ","37.605322","127.0518007"
"562","879912030","000061","87252","20090403004613"," ","37.4783277","126.9366799"
"563","739506006","000059","73250","20090413195656"," ","37.5462547","127.0892451"
"564","739808005","000108","73250","20090413195649"," ","37.5458125","127.0908329"
"565","879611008","000135","87253","20090403092218"," ","37.477445","126.9209768"
"566","879912099","000115","87253","20090403091358"," ","37.475819","126.9208933"
"567","769011001","000008","76254","20090330100029"," ","37.5071864","126.9122156"
"568","768910001","000009","76254","20090330100128"," ","37.5065958","126.9134728"
"569","829608005","000005","82251","20090424110514"," ","37.5428597","127.1347779"
"570","829406001","000016","82251","20090425143626"," ","37.541151","127.1321987"
"571","839307003","000040","83251","20090328205519","솔오름길22","37.5413818","126.9431956"
"572","779605004","65","77252","20090325122346"," ","37.6120664","127.0076784"
"574","872000004","000277","91251","20090330160312","선경대길28","37.5084472","126.9588707"
"575","879912062","000002","91251","20090330152002","본동새싹1길39-1","37.5096911","126.9556538"
"576","779810004","148","77250","20090326185512"," ","37.5922483","127.0381698"
"577","779908020","106","77253","20090408172323"," ","37.6147354","127.0598781"
"578","879805003","000141","87253","20090403092524"," ","37.4777049","126.9184904"
"579","769209004","000013","76254","20090330100739"," ","37.5071417","126.9158338"
"580","829505001","000020","82251","20090425142137"," ","37.5420082","127.1330983"
"581","829406003","000015","82251","20090425141642"," ","37.5404967","127.1311078"
"582","769706003","000054","76254","20090330101651"," ","37.5139625","126.9145211"
"583","879503001","000092","87253","20090325135739"," ","37.4710912","126.9217587"
"424","909206303","3-18","90252","20090324185024"," ","37.5870634","127.089749"
"425","909308188","3-23","90252","20090324185135"," ","37.5874033","127.0997255"
"426","900003002","1-5","90250","20090327154600"," ","37.6177556","127.101234"
"427","719809009","000329","72255","20090402192849"," ","37.5617793","126.9783245"
"428","719808013","01-15","71250","20090417205222"," ","37.5753114","126.9852222"
"429","769812001","000066","76253","20090409175736"," ","37.5038066","126.9132267"
"430","880006005","000005","88252","20110308192952"," ","37.5377291","127.1197719"
"431","879696015","000105","87251","20090328213439"," ","37.4910534","126.9401618"
"432","879505004","000002","87251","20090402233405"," ","37.4803102","126.9625297"
"433","879711009","000132","87251","20090402233341"," ","37.4858588","126.9526202"
"434","830106002","000106","83254","20090327193458"," ","37.5554982","126.9591495"
"435","839211008","000019","83254","20090416093827"," ","37.5566813","126.9604729"
"436","839808003","000066","83254","20090327195646"," ","37.5504955","126.9631531"
"437","839808035","000098","83254","20090406203340"," ","37.5498566","126.9512593"
"438","919606004","000206","91251","20090330152818","갯말2길35","37.4975903","126.9828259"
"439","919606005","000207","91251","20090330152949","해돋이길29","37.4965267","126.9805418"
"440","719809008","2-11","71252","20090401114134","송석원4길15","37.5829266","126.966873"
"361","839808018","000081","83254","20090327192648"," ","37.5628355","126.9178902"
"373","839808006","000069","83252","20090401230227"," ","37.5539188","126.9045753"
"384","839211012","000016","83251","20090328204113","한서9길3-1","37.5524214","126.9505845"
"392","789412013","73","92252","20090402235205"," ","37.5808186","126.9486261"
"403","809206002","000004","80252","20090406170958"," ","37.4597348","127.0895326"
"415","909805295","2-9","90251","20090408172101"," ","37.5826143","127.0819017"
"441","779501010","60","77251","20090409112051","고목나무9길19-8","37.5787028","127.0199649"
"443","779605013","74","77251","20090409112337"," ","37.58509","127.0128233"
"444","729909019","000215","72252","20090328220910"," ","37.5677491","126.9965559"
"445","729909020","000216","72251","20090328094652","돈화문로105","37.5679951","126.9928842"
"446","729909022","000218","72251","20090328094741","초전1길13","37.566831","126.9940132"
"447","729909032","000229","72251","20090328171831"," ","37.5638687","126.9946483"
"448","729909008","000204","72254","20090330102756"," ","37.5596763","126.9980772"
"449","729512031","000142","72254","20090329054148"," ","37.55267","126.9968063"
"450","808906006","000020","80255","20090409164032","가시나무길15","37.4907571","127.005361"
"451","809810026","000058","80251","20090409170356"," ","37.4649537","126.9893256"
"452","809810028","000060","80253","20090401200200"," ","37.4866234","127.0125585"
"454","729909033","000230","72251","20090402214415"," ","37.5648448","127.0089624"
"455","729401003","000035","72250","20090325122958"," ","37.5603697","127.0093278"
"456","729512016","06-27","71257","20090402230655"," ","37.5727857","127.0172035"
"457","729504021","06-39","71257","20090402224853"," ","37.5734096","127.0085706"
"458","729909025","06-21","71257","20090326212705"," ","37.570322","127.013799"
"459","729909030","06-59","71257","20090402224941"," ","37.5732496","127.0118277"
"460","729504022","06-40","71257","20090402225256"," ","37.5743883","127.0068882"
"461","809810019","000051","80252","20090406171716"," ","37.461805","127.0523021"
"462","809601001","000025","80252","20090406171641"," ","37.4534084","127.0475312"
"463","809810022","000054","80252","20090406171124"," ","37.4601059","127.0905962"
"465","779810031","144","77251","20090409134022"," ","37.5941072","127.0226113"
"466","779908010","96","77251","20090409132604"," ","37.5951427","127.0224472"
"467","779810016","161","77251","20090409115617"," ","37.5943478","126.9956602"
"468","729705006","000186","72254","20090402002507"," ","37.5520859","127.0066364"
"469","809810025","000057","80252","20090406170654","헌인복지6길68","37.4569346","127.0888294"
"470","809810005","000036","80251","20090328165711"," ","37.464551","126.9912248"
"471","809810014","000047","80251","20090409170906"," ","37.4836198","126.9902733"
"472","809810009","000040","80251","20090414104728"," ","37.4785449","127.0030702"
"473","809810015","000046","80251","20090409170948"," ","37.4783173","126.9936985"
"474","809810006","000037","80251","20090409170043"," ","37.473111","126.984953"
"475","809810016","000048","80251","20090409165940"," ","37.4735329","126.9840705"
"477","809810010","000041","80251","20090409165815"," ","37.4771356","126.9897472"
"478","809810011","000043","80251","20090409171758"," ","37.4776793","126.9909658"
"479","780001014","18","92250","20090327145410"," ","37.5610732","126.9307551"
"480","779810030","179","77252","20090416144336"," ","37.6085976","127.0268409"
"481","779810023","171","77252","20090416153648"," ","37.603742","127.0084987"
"482","779810034","166","77252","20090416153605"," ","37.6103936","127.012932"
"483","779810035","170","77252","20090331143552"," ","37.6005284","127.0087964"
"484","809605004","000029","80251","20090328171333"," ","37.4782228","127.0043064"
"485","778906001","2","77252","20090410163144"," ","37.6144662","126.999673"
"486","779207009","20","77252","20090330081943"," ","37.6066973","126.9948635"
"705","879705003","000230","91253","20090409103005","학수1길11-4","37.485027","126.9772683"
"706","829707004","000026","82251","20090424105754"," ","37.5415802","127.127803"
"707","790207020","000076","79253","20090331114515"," ","37.4700547","127.1046925"
"708","910625006","000314","91253","20090911185005"," ","37.4923796","126.95467"
"709","750206003","065","75251","20090504121158","전농삼1길87","37.5885762","127.0473558"
"710","770205187","187","77250","20090326190639","안암골길38","37.5886272","127.0297156"
"711","770205192","192","77253","20090420153707","감나무15길21","37.6098694","127.0618172"
"712","749807003","000102","74252","20090326231426","신흥8길14","37.5439956","126.983479"
"713","749807006","000107","74252","20090326231545","보성5길32","37.5421864","126.9848206"
"714","880006008","000008","88254","20090408095743","석촌호수길80","37.5092933","127.085778"
"716","880007001","000024","88255","20100412122820","일신학교길19","37.5018444","127.1123253"
"717","790207007","000063","79253","20090331114241","은곡중앙길29","37.4679647","127.1011559"
"718","780209003","62","92252","20090402233655"," ","37.6056309","126.9507545"
"719","790103045","000043","79250","20090401151450"," ","37.5177578","127.0629427"
"720","910104010","000293","91252","20090408121238","빙수19길14","37.4960759","126.9342268"
"721","900406002","2-20","90251","20090408171908","행복길37","37.5836548","127.0869068"
"722","729504001","000092","72250","20090401223747"," ","37.5630186","127.0168696"
"723","719610002","000241","72255","20090327200945","양정3길7-10","37.5547819","126.9637075"
"724","839808031","000094","83250","20090406182801","와우산길168","37.5457263","126.9220212"
"725","810205003","23","81251","20090329103647","조옥18길32-2","37.5377883","126.8450616"
"726","829810030","000076","82251","20090425143557","당말2길41","37.5398841","127.1310648"
"728","790207005","000061","79253","20090331114317"," ","37.4691785","127.1006775"
"729","829810003","000037","82253","20090423190507","새장터길38","37.553433","127.1362776"
"730","829810019","000065","82251","20090424110751","머리산길17-4","37.5401155","127.1351157"
"731","719501017","01-01","71250","20090409112354","판서골길26","37.5829817","126.9802758"
"732","759606001","027","75251","20090504121005","북이문1길46","37.6025516","127.0604508"
"733","759805001","048","75253","20090504120518","동용두길37-1","37.5766949","127.0409489"
"734","759805002","049","75253","20090504120526","용두둑7길5","37.5759428","127.0442298"
"735","780110010","20","92250","20090327145506","연희꽃밭길34-18","37.566477","126.9347168"
"736","719506002","4-05","71254","20090331080333","옥방길10","37.5695503","126.9964507"
"737","879912108","000027","87251","20090328213202","덕적14길13","37.482064","126.9550078"
"738","879912111","000109","87251","20090402232947"," ","37.4897664","126.93349"
"739","739206037","000004","73253","20090421161532","장미길33-1","37.5638277","127.0346144"
"741","719909002","000360","72255","20090325095621"," ","37.5546531","126.9651365"
"742","719909003","000359","72255","20090325134004","만리재길8","37.5559831","126.9676323"
"743","719706010","4-44","71254","20090331080427","청계천로171-3","37.5693739","126.9966274"
"744","910104015","000298","91250","20090409123021"," ","37.5013139","126.9252452"
"745","910108007","000305","91252","20090408121825","문화원6길36-4","37.5024117","126.9421537"
"746","910108009","000307","91252","20090408121848"," ","37.4988143","126.937221"
"747","879696002","000097","87250","20090402211939","울배길58","37.4749568","126.9419007"
"748","872000007","000280","91252","20090408121022"," ","37.4941319","126.9322434"
"749","730105004","000114","73252","20090401004850"," ","37.5453855","127.0740988"
"750","719501018","5-35","71255","20090402211753","세검정길227-8","37.6009433","126.9577143"
"751","719402003","125","92253","20090326130904","옥천2길6","37.5698231","126.9603665"
"752","870106003","000147","87250","20090402211507","남현길92-2","37.472071","126.9744446"
"754","870206002","000162","87250","20090402211419"," ","37.4649484","126.9366756"
"755","910625003","000311","91252","20090408114524"," ","37.5026531","126.9386331"
"756","809810031","000063","80254","20090407000336","낙타2길18","37.508428","127.0199671"
"757","910210001","000315","91253","20090901172513"," ","37.5025976","126.9509767"
"758","879912047","000021","87251","20090402234200"," ","37.4912452","126.9307227"
"759","719504003","3-20","71253","20090402093823","가회동한옥2길7","37.5825962","126.983273"
"760","719406008","000366","72255","20090329082728","풍년길8-2","37.5574613","126.9820203"
"761","719502004","5-5","71255","20090326191939","상정승3길22","37.6050652","126.9555272"
"762","829810027","000073","82250","20090423112934","붉은더기1길30","37.5356628","127.1305395"
"763","799809001","000009","79251","20090402203406","영동시장길23","37.5095797","127.0237866"
"764","880006009","000009","88251","20090329151247"," ","37.4986911","127.1509575"
"766","729909002","000198","72251","20090403074856","을지로190","37.5659936","126.9989477"
"767","809810020","000052","80252","20090406171916"," ","37.464727","127.0357829"
"768","729512002","000135","72250","20090329123215","고목나무길28","37.5671574","127.0215311"
"769","809810007","000038","80251","20090409170017"," ","37.481534","126.9904002"
"770","779908017","103","77252","20090416153732"," ","37.6100084","127.0124261"
"771","779810020","167","77252","20090329105639"," ","37.6105869","127.0106543"
"772","909805292","2-4","90251","20090408172139"," ","37.5726532","127.0869554"
"773","719509011","01-10","71250","20090401135334","가회동한옥길59-2","37.5846725","126.9830643"
"835","829707011","000021","82252","20090504114111","둔촌로326","37.5497592","127.14443"
"836","719406012","5-28","71255","20090326192639","사자골길67-3","37.6128197","126.972158"
"837","869909015","5-5","86254","20090402210052","갈월7길13","37.6741862","127.0609603"
"838","870308005","000177","87253","20090403090031","합실길62-6","37.4681723","126.9239522"
"839","870308001","000173","87250","20090402211924","양지8길21","37.4703196","126.9299621"
"840","719810008","3-27","71253","20090402092651","금위영1길5","37.5759292","126.9896423"
"841","900311006","3-25","90252","20090324184843","용마공원길78","37.5912568","127.1023567"
"842","910209011","000317","91252","20090408120946","성대3길53","37.4965262","126.9337596"
"843","910308004","000328","91253","20090903131950","한증4길10","37.5033851","126.953596"
"845","800306005","000080","80252","20090406171834"," ","37.4606435","127.0481399"
"846","900311002","1-13","90250","20090327160220","고운길40-7","37.6097558","127.0815858"
"847","790103028","000026","79252","20090331015441","말그미길71","37.4921724","127.0382131"
"848","730105009","000119","73254","20090415152338","금호돌산길58","37.5516388","127.0183794"
"849","759206002","038","75251","20090504114349","답일3길30","37.5723584","127.0534539"
"850","739808030","000090","73255","20090415081324","구뚝섬1길34","37.5379222","127.0442223"
"851","870206008","000168","87252","20090403005248","둥그레2길7-7","37.4772459","126.929095"
"852","739808006","000084","73252","20090331093959"," ","37.5439532","127.067852"
"853","730105003","000113","73252","20090414134235","한아름1길12","37.5451282","127.0698953"
"854","780310001","80","92252","20090402235323"," ","37.5910924","126.9527218"
"855","790103017","000054","79254","20090331142717"," ","37.478031","127.0653339"
"857","919606001","000203","91251","20090330161948","우정길82","37.5081128","126.9407537"
"858","919904001","000267","91251","20090330152238","가칠목4길9","37.5146259","126.9500605"
"859","810309007","32","81252","20090329104042","신광명길32","37.5467811","126.8251118"
"860","760306003","000073","76254","20090330102017","신광1길12","37.5120164","126.9121457"
"861","870106010","000154","87251","20090416102836","봉천시장5길14","37.490839","126.9595506"
"862","819911009","04","81250","20090329102323","역말9길26","37.5456508","126.8528148"
"863","790103025","000023","79252","20090331015419"," ","37.5015734","127.0340377"
"864","739808002","000080","73252","20090401004927","학사2길6-1","37.5451506","127.0775823"
"865","850205002","000085","85252","20090325123610","대촌1길30","37.5044346","126.8513314"
"866","780110012","74","92252","20090402235220","무악재2길27-21","37.5800967","126.9495597"
"867","780110013","38","92251","20090330121343","거북비3길27","37.5791339","126.9139313"
"869","780110020","61","92252","20090402234458","홍은중앙6길59","37.6011662","126.9460534"
"870","739808012","000088","73251","20090414104129","새말11길12-5","37.549365","127.0642393"
"871","739808018","000103","73254","20090420135032"," ","37.5448573","127.0129284"
"872","910104009","000292","91251","20090330163901","송학7길25","37.5074892","126.9366701"
"873","770106003","182","77250","20090326190052","어버이2길45","37.5997808","127.02113"
"874","770106005","184","77252","20090416151002"," ","37.5994552","127.0101248"
"875","809810036","000068","80254","20090407000859","서낭당길45-1","37.5072241","127.0202556"
"876","809810038","000070","80254","20090407000839","서낭당1길11","37.5090601","127.0174955"
"877","879804010","000144","87253","20090403091123","구난곡4길15","37.4772104","126.9196545"
"878","900207003","1-9","90250","20090327155219"," ","37.6167298","127.1080747"
"879","870106008","000152","87251","20090402233231"," ","37.4883929","126.9371276"
"880","790103040","000038","79250","20090401151503","회관길29","37.5223402","127.0462633"
"796","759206011","020","75251","20090504120858","청량시장3길3","37.5812974","127.0433613"
"809","740205002","000123","74252","20090326231047","후암북1길18","37.5535111","126.9773116"
"822","839808030","000093","83250","20090406183024","꿈나라길42","37.5525861","126.9362518"
"834","829810029","000075","82251","20090422101152","설린옛2길16","37.5413659","127.1208393"
"844","800306002","000077","80251","20090409165710"," ","37.4727134","126.9896251"
"856","910209005","000318","91252","20090408121754","지덕1길12","37.4987407","126.9426458"
"868","780110017","60","92252","20090402233737","포방터6길10","37.6014327","126.9502793"
"881","719810003","118","92253","20090329143743","명수2길24","37.5658824","126.9585813"
"882","779908004","90","77252","20090416150916"," ","37.6154619","126.9991156"
"883","749612004","000090","74251","20090418123045"," ","37.5357661","126.9913997"
"884","779908023","109","77253","20090408172450"," ","37.6074658","127.0594408"
"885","719502006","000370","72255","20090403075632","소월길3","37.5594452","126.97653"
"886","770205189","189","77251","20090409131203","서북길53","37.5963974","127.0165461"
"887","880007004","000021","88252","20110310153753"," ","37.5356344","127.1162669"
"888","790207017","000073","79253","20090331114103"," ","37.4826766","127.1030349"
"889","790207016","000072","79253","20090331114937"," ","37.4830733","127.1046643"
"890","719508008","2-1","71252","20090401112958"," ","37.5859503","126.9668514"
"891","719401007","000362","72255","20090325132610","월계수길24","37.5570965","126.9663969"
"893","779206005","12","77252","20090329105756"," ","37.6122843","127.0140794"
"774","879912057","000037","87251","20090416104922","당곡6길47-5","37.4934788","126.9304604"
"775","719508007","4-37","71254","20090331075827","삼거리길15-1","37.5905999","126.9940201"
"776","719708002","3-3","71253","20090402081126","관수동길11","37.5693903","126.9904189"
"777","879805005","000143","87252","20090416164929","장터길39","37.4843969","126.9170323"
"778","879912110","000112","87252","20090402203715","서낭길40","37.4762738","126.9301539"
"779","829707005","000027","82251","20090422144224"," ","37.5417916","127.1267316"
"780","790103033","000031","79252","20090331015510","도서관길18","37.5025474","127.0291698"
"781","790103037","000035","79252","20090331015546","만복길18","37.4928901","127.0378454"
"782","788905001","43","92251","20090330121646","연가새싹4길17","37.5801002","126.9211849"
"783","789105002","65","92252","20090407172038","정원단지4길1","37.5863968","126.932128"
"784","789105002","65","92252","20090402234910","정원단지4길11","37.5864029","126.9321284"
"785","729909003","000197","72251","20090402215149"," ","37.5677818","127.0087641"
"786","719402012","000063","72255","20090326155203","합동2길1","37.5584562","126.9678393"
"787","730105005","000115","73256","20090421161609","돌산2길20","37.5560957","127.033127"
"788","840204003","118","84250","20090326193740","꽃동네6길14","37.6531578","127.0233514"
"789","710205001","5-19","71255","20090326192527","석파정길18","37.5936957","126.961684"
"790","719809001","137","92253","20090402190539","충정로64-6","37.561268","126.9627031"
"791","880102003","000003","88251","20090325073747","개나리8길10","37.5016547","127.1537284"
"792","880102004","000016","88252","20110308192915","바람드리13길20","37.5372209","127.1178806"
"715","710002001","4-54","71254","20090331190321","동숭4길12","37.5834411","127.0054724"
"727","790207003","000079","79250","20090401151409","당길36","37.5177823","127.0617741"
"740","739210082","000024","73253","20090418165934","사근초등길21","37.5624388","127.0473777"
"753","880206001","000031","88252","20110310154656","벌말3길17","37.5339761","127.1200976"
"765","779206003","10","77252","20090326083249"," ","37.6073796","127.0151583"
"793","880106004","000003","88251","20090326122242"," ","37.500898","127.1545272"
"794","870106005","000149","87250","20090402212024","장군봉5길25","37.4794264","126.9405749"
"795","759206001","037","75252","20090504114335","상원동길41","37.5710898","127.0543949"
"797","779908043","129","77250","20090326165844","새장터길12","37.5996104","127.0358471"
"798","829808013","000044","82251","20090424110639","머리산1길21","37.5451012","127.1404405"
"799","829808016","000047","82252","20090423105346","명일시장길22","37.5485354","127.1451537"
"800","879904001","000265","91250","20090409123036","등용5길14","37.5062683","126.9343431"
"801","879904002","000266","91251","20090330163750","선경대길49","37.5108841","126.946423"
"802","829808004","000035","82250","20090423190909","청솔3길19","37.5502842","127.1359395"
"803","829808006","000045","82253","20090423144916"," ","37.5555784","127.1362995"
"804","879804002","000253","91252","20090408121256"," ","37.4942731","126.9376736"
"805","879804003","000254","91250","20090409122157","청명길35","37.4860231","126.9077834"
"806","739808034","000110","73255","20090415081425","노유5길11","37.5390194","127.068044"
"807","870206003","000163","87250","20090402212005","화랑길71-3","37.4659471","126.9394698"
"808","870206004","000164","87251","20090416103234","국회단지17길33-1","37.4899629","126.9398174"
"810","870206009","000169","87252","20090326123902","삼박길37","37.4834598","126.9335309"
"811","870206011","000171","87250","20090402211952"," ","37.459121","126.9329647"
"812","879611014","000126","87252","20090416164756","믿음길17","37.4812497","126.9311732"
"813","740104005","000117","74254","20090330195135","동빙고3길34","37.5232847","126.9970045"
"814","790207001","000058","79250","20090401151339","시냇길26","37.4977537","127.0548085"
"815","849810010","102","84254","20090327112512","창삼내3길1-4","37.6367402","127.0391154"
"816","879505015","000111","87252","20090326103027","신선길9","37.4795818","126.9255499"
"817","879305004","000078","91252","20090408121401","빙수9길3-7","37.4930741","126.9334186"
"818","849810038","103","84251","20090325112951"," ","37.6801336","127.0457957"
"819","910209001","000320","91250","20090409122812","거북3길10","37.4960526","126.929134"
"820","910209004","000319","91251","20090330152223","용봉1길51","37.5112794","126.9572674"
"821","830206001","000107","83250","20090406183128","고산7길54","37.5538185","126.9406853"
"823","839808034","000097","83250","20090406182528","와우공원길67","37.5495588","126.928266"
"824","840307005","125","84251","20090328101605"," ","37.6721717","127.045398"
"825","730109002","000122","73251","20090414103612"," ","37.5580259","127.0720159"
"826","730205003","000126","73254","20090415140408"," ","37.5541626","127.021521"
"827","739808015","000101","73254","20090419113029"," ","37.550153","127.0227764"
"828","730305002","000128","73250","20090413195833","수문통3길10","37.5386015","127.0804719"
"829","900311005","2-19","90251","20090408171933","해오름길37","37.5781606","127.0893072"
"830","900311008","3-27","90252","20090324185159","다사랑9길7","37.589479","127.1005297"
"831","829810018","000064","82251","20090424110740","달맞이1길19","37.5375783","127.1315831"
"832","870106012","000156","87251","20090416104412","화다리4길16","37.4881977","126.9377381"
"833","749412015","000057","74254","20090330193240","동빙고3길19-1","37.5221652","126.9966741"
"645","719810014","5-18","71255","20090326192521","백석동길33","37.5977522","126.9667408"
"646","719810016","5-25","71255","20090326192618","총융청2길13","37.6037219","126.9604953"
"647","790103041","000039","79250","20090401151400"," ","37.5238365","127.0538099"
"648","809810035","000067","80254","20090407000634","서낭당4길5","37.5077964","127.0190004"
"649","739808019","000105","73254","20090421161848","팔각정길17","37.5407535","127.010154"
"650","739808028","000099","73253","20090421161453","두껌말4길24","37.5689655","127.0271845"
"651","739808029","000083","73255","20090415081308","동자공원3길16","37.5323696","127.0738737"
"652","769405001","000034","76250","20090326152710"," ","37.511507","126.9077192"
"653","769501001","000038","76250","20090326151733"," ","37.5207071","126.9054332"
"655","900207001","1-7","90250","20090327160129"," ","37.615313","127.0816902"
"656","870106004","000148","87250","20090402212033","참숯1길49","37.4778532","126.9402755"
"657","829810001","000033","82251","20090424110707","새안6길13","37.5404962","127.1336495"
"658","879709001","000247","91253","20090907192014","등마루4길4","37.5016733","126.9475756"
"659","740104001","000113","74251","20090329205942","마전터7길26","37.5301702","127.0008692"
"660","740011002","000112","74252","20090326231317","우수재1길6","37.5532031","126.9751708"
"661","769505004","000020","76250","20090326153048","오름길14-1","37.5044518","126.9091672"
"662","769706001","000052","76250","20090326152816","밤나무2길7-1","37.5096096","126.9020297"
"663","769706005","000056","76250","20090326153142","쉼터길10-1","37.5098875","126.9097262"
"664","769706006","000057","76250","20090326153301","쉼터길10-1","37.5097094","126.9105598"
"665","870409001","000178","87250","20090402211910","양산길33","37.4729097","126.9321372"
"667","840411001","130","84251","20090328100915","뒷말길39","37.6639014","127.033488"
"668","800512001","000085","80252","20090406171409"," ","37.4606392","127.0466829"
"669","740507001","000131","74254","20090330173731","창회정길15","37.5213526","126.9932714"
"670","900508001","1-15","90250","20090327160502"," ","37.6141418","127.0887001"
"671","769501006","000043","76250","20090326152210","시장중앙길30","37.5215415","126.9085254"
"672","790103012","000049","79254","20090331142205"," ","37.4775866","127.0671402"
"673","870510001","000181","87252","20090326122254","메아리1길12","37.4806793","126.9337656"
"674","820511001","000094","82250","20090422132635","들말1길41","37.5372325","127.1251237"
"675","860512002","3-7","86252","20090330171405","공덕4길27","37.6228669","127.0769452"
"676","728901004","000001","72254","20090402002206"," ","37.5551396","127.0060782"
"677","729401009","06-14","71257","20090326215512"," ","37.5712345","127.0119654"
"679","729203002","000019","72254","20090402002150"," ","37.5502074","127.0058907"
"680","719501021","5-37","71255","20090402211758"," ","37.6019706","126.9572867"
"681","719406001","000086","72255","20090403185044","월계수길33","37.5568644","126.9656191"
"682","879804008","000250","91253","20090409103054"," ","37.4774801","126.9693482"
"683","910104001","000284","91252","20090408121206","성대4길6","37.4978153","126.9326829"
"684","719304002","105","92253","20090329144636"," ","37.5610973","126.9507112"
"685","809810032","000064","80254","20090407000744","서낭당4길13-4","37.5073817","127.0184691"
"686","809810033","000065","80254","20090407000717","서낭당7길16","37.5053172","127.01869"
"687","719405002","2-9","71252","20090401113918","송석원4길7","37.582504","126.9668004"
"688","720109004","06-62","71257","20090402225021"," ","37.5736179","127.0117829"
"689","719401003","108","92253","20090402190401"," ","37.5622359","126.9570893"
"690","719405003","2-37","71252","20090327210353","사직로115-4","37.5728395","126.9668625"
"691","719401006","000009","72252","20090401194719","청소년회관2길12","37.567911","126.9896486"
"692","829608006","000011","82251","20090423162419"," ","37.5439886","127.1350231"
"693","730105001","000111","73250","20090413195630","동부서뒤3길11","37.5420264","127.0816088"
"694","720109002","000233","72254","20090402002232"," ","37.5540407","127.0053655"
"695","770405002","195","77252","20090416144044","청산녹수길18","37.6162362","126.9999967"
"696","820312002","000091","82251","20090424105914","굽은다리8길13","37.5424174","127.1359657"
"697","910308005","000327","91252","20090417112434","지덕1길37","37.4990581","126.9410563"
"698","719607006","5-27","71255","20090326192634","산복9길118-7","37.6160034","126.9782299"
"699","719810022","2-39","71252","20090331184522","송월6길3","37.5714544","126.9641568"
"700","879701005","000224","91252","20090408125622","도화5길21-4","37.4975105","126.9409239"
"701","879704004","000227","91252","20090408120820","백로3길20","37.5060545","126.9378763"
"702","879705001","000215","91253","20090905075617","솔향17길14-1","37.4788573","126.9732954"
"703","879705002","000231","91253","20090409103046","까치21길8","37.4787704","126.9715672"
"704","829810025","000071","82253","20090423185617","삼익3길7","37.5506665","127.1330808"
"627","879611009","000137","87253","20090403092127"," ","37.4726254","126.9104746"
"638","779810028","177","77252","20090329110558"," ","37.6072924","126.9986966"
"654","780110016","79","92252","20090402235310","한마루3길24","37.5936259","126.9511458"
"666","870409002","000179","87251","20090402233739","한빛3길20","37.4835239","126.950034"
"678","729512027","000131","72250","20090329210657","명사길11","37.5628705","127.0078951"
"964","729909023","000219","72251","20090423101445"," ","37.5679065","126.9951124"
"965","779501016","42","77252","20090325102047"," ","37.6072917","126.9964491"
"966","909507132","3-19","90252","20090324185116"," ","37.5849646","127.0908884"
"967","879711008","000131","87251","20090402234137"," ","37.4815662","126.9614581"
"968","919306001","000095","91251","20090330152105","용봉길62","37.5104234","126.9568594"
"892","729710003","06-22","71257","20090326213343"," ","37.5701932","127.0137406"
"896","790103047","000011","79251","20090402203512","활동길6","37.5210223","127.0244187"
"908","820312001","000090","82251","20090424105949","해공공원길34","37.5422162","127.1283025"
"920","879304001","000043","87250","20090402211527"," ","37.4737329","126.9411831"
"937","769605004","000003","76250","20090326153420"," ","37.5089119","126.9089747"
"949","869812005","3-1","86252","20090330171351"," ","37.6230096","127.0774354"
"960","779908046","132","77250","20090326190227"," ","37.5997997","127.022303"
"969","790103011","000048","79254","20090328205418","독서길25","37.4810491","127.0479033"
"970","719412005","4-25","71254","20090331081012","종로206","37.5705922","127.0006885"
"971","859306002","000021","85253","20090327160753"," ","37.5024548","126.8857835"
"972","859805001","000071","85253","20090327160821"," ","37.491911","126.8906595"
"973","859805005","000074","85253","20090327160903"," ","37.4963469","126.8845242"
"974","859401006","000046","85253","20090514145753"," ","37.4967283","126.8810764"
"975","859407002","000031","85253","20090514145822"," ","37.4894122","126.886131"
"976","780110001","42","92251","20090330121605","나눔길68","37.5734736","126.9165519"
"977","870308004","000176","87251","20090416105531","일군주택길43","37.4883743","126.9538228"
"979","800306006","000081","80252","20090406171206"," ","37.4643667","127.0864442"
"980","839607002","000053","83254","20090327195901"," ","37.5570811","126.9554147"
"981","910104011","000294","91250","20090325144753","나래길18","37.485778","126.9053261"
"982","720109001","000234","72250","20090415100721","안전길7-6","37.564527","127.02631"
"983","879804009","000251","91253","20090409103001","학수25길30","37.4924985","126.9681991"
"984","829808011","000042","82251","20090424105718","노들길7","37.5423234","127.1304628"
"985","790103022","000046","79253","20090331114412"," ","37.4653788","127.1004122"
"986","879904006","000271","91253","20090915180543"," ","37.4975635","126.9553315"
"987","729909035","000199","72250","20090329210750"," ","37.5636214","127.0082516"
