"순번","비상소화장치ID","비상소화장치번호","서소코드","최종변경일시","새주소","위도","경도"
"133","719605005","000256","72255","20090325091948"," ","37.5534919","126.964145"
"135","719610003","000373","72255","20090403185355"," ","37.5592334","126.9656985"
"136","719501009","000376","72255","20090403185118","동산1길6","37.5555699","126.9672287"
"137","719706008","000283","72255","20090417101857","감골1길7-6","37.5582685","126.9620789"
"138","879912075","000022","91251","20090330154132"," ","37.5040523","126.9599826"
"139","719406010","000367","72255","20090328082940"," ","37.5578087","126.9751993"
"140","879507016","000145","91253","20090409102946"," ","37.4861093","126.9774085"
"141","729506002","054","75253","20090504113546"," ","37.5870642","127.0354022"
"142","729606031","000148","72250","20090324234530"," ","37.5567086","127.0160049"
"143","729010001","06-52","71257","20090402225210"," ","37.5769541","127.0124214"
"144","719504006","4-01","71254","20090331080217"," ","37.5695814","127.0004085"
"145","719706001","000291","72255","20090325094125","만리재2길6","37.552925","126.9628182"
"147","719402001","92","92253","20090329145222"," ","37.5595485","126.9588139"
"148","719402006","110","92253","20090329144257"," ","37.5622207","126.9586163"
"149","719609007","111","92253","20090417063017"," ","37.5632678","126.9581565"
"150","719406006","119","92253","20090326130722","영천2길10","37.5705384","126.9605602"
"151","719604005","126","92253","20090402190606"," ","37.5696289","126.9625137"
"152","779501006","56","77251","20090409194643"," ","37.5950555","127.000816"
"153","839211018","000026","83255","20090325124649","복누리길34","37.5775884","126.8958362"
"154","719501010","000384","72252","20090328185811","부엉바위4길6","37.557608","126.9845333"
"155","729402005","000047","72250","20090401223045"," ","37.57063","127.0211294"
"156","729606032","000158","72254","20090402002047"," ","37.5544434","127.0088434"
"157","729406012","06-54","71257","20090402225156"," ","37.5763187","127.0129641"
"159","779207001","21","77251","20090324090158"," ","37.5855117","127.0159412"
"160","779605021","83","77251","20090409184813","인촌로6-8","37.5849264","127.0205015"
"161","779305001","22","77250","20090326165342"," ","37.605076","127.0295753"
"162","779501003","53","77252","20090422102228"," ","37.61395","126.9977296"
"163","779605020","82","77251","20090409184540"," ","37.596073","126.9947315"
"164","838905006","000007","83251","20090328205446"," ","37.5429402","126.9417836"
"165","789306014","51","92252","20090402234404"," ","37.6018129","126.9474371"
"166","789610001","17","92250","20090327145128"," ","37.5610978","126.928368"
"167","739206010","000023","73253","20090418122046"," ","37.5594615","127.0252047"
"168","739206035","000006","73256","20090421193227"," ","37.5593679","127.0930968"
"2","879912015","000101","91251","20090330162423"," ","37.5098881","126.9389848"
"3","879912005","000088","91251","20090327062451"," ","37.5067929","126.9371543"
"4","879912082","000030","91251","20090330162242"," ","37.5089769","126.9360371"
"5","879912078","000026","91251","20090330153758"," ","37.5071442","126.9597864"
"6","879912008","000091","91251","20090330154057"," ","37.5100627","126.9616866"
"7","879912009","000092","91251","20090330154741"," ","37.5019533","126.9613285"
"8","858903001","000003","85257","20090410102657"," ","37.4827232","126.8904827"
"9","719406005","2-34","71252","20090327205819"," ","37.5729816","126.963758"
"10","729504002","000089","72251","20090402200208"," ","37.5636937","127.0004615"
"11","719609002","3-28","71253","20090402091955"," ","37.5754428","126.988633"
"12","829707006","000028","82251","20090425142637"," ","37.543092","127.1338801"
"14","878903003","000009","87253","20090403094754"," ","37.4638981","126.9153187"
"15","879208003","000035","87250","20090402211345"," ","37.4650942","126.9363556"
"16","838905001","000001","83253","20090329081552"," ","37.5759628","126.8811816"
"17","839607003","000054","83253","20090416094208"," ","37.5621408","126.9069394"
"18","839307006","000042","83252","20090401232214"," ","37.5539904","126.90758"
"19","839211013","000028","83251","20090328204458","한서4길30","37.5534833","126.9476666"
"20","839406008","000038","83254","20090327194957"," ","37.5549788","126.9506382"
"21","839406007","000029","83254","20090416092727"," ","37.5566517","126.9537208"
"22","719606002","000245","72255","20090403075840"," ","37.5599768","126.9765538"
"23","729306004","000025","72251","20090328171521"," ","37.5632508","126.9945357"
"25","879208006","000036","91252","20090408121136"," ","37.5024556","126.9348017"
"26","879912027","000120","91253","20090915131056"," ","37.4981257","126.9569316"
"27","719409005","4-23","71254","20090331185932","동숭2길18","37.5846879","127.0054171"
"28","719409006","4-24","71254","20090331185837","동숭5길11","37.584018","127.0057825"
"29","719409003","4-21","71254","20090331075021","낙산공원2길15","37.5798081","127.0057478"
"30","719409002","4-20","71254","20090331075114","혜화문2길15","37.5871387","127.0013687"
"31","719509009","4-41","71254","20090331194111","송동4길20","37.5900732","127.0006183"
"32","729512013","06-48","71257","20090402230820"," ","37.5784072","127.0108386"
"33","729512017","06-53","71257","20090402230831"," ","37.5778191","127.013218"
"34","729606027","4-31","71254","20090331080646"," ","37.5779415","127.0053657"
"35","729606026","4-29","71254","20090331080659","이화장1길20","37.578249","127.0059004"
"37","729506004","056","75253","20090504113631"," ","37.5796308","127.0283566"
"38","729606006","000166","72250","20090401223617"," ","37.5619575","127.0214841"
"39","729512006","000127","72250","20090329000323"," ","37.5596298","127.0172243"
"40","729504005","000101","72250","20090401223733"," ","37.5626638","127.0177185"
"41","729406004","000070","72250","20090325123219","두레2길25","37.5610992","127.0091108"
"42","728901001","000004","72250","20090401223822","두레길19","37.5609084","127.0080803"
"43","729504009","000104","72250","20090325122600","장충단길33-19","37.5608824","127.0059829"
"44","729512010","000133","72250","20090329123252","중앙시장6길14","37.5668449","127.0205557"
"45","729606030","000147","72254","20090329090703"," ","37.5552636","127.0066726"
"47","729606012","000178","72254","20090329091216"," ","37.5582049","127.0112694"
"48","729401004","06-32","71257","20090402225918"," ","37.5730875","127.0207186"
"49","729306001","06-03","71257","20090402225957"," ","37.5769473","127.018963"
"50","729401002","06-07","71257","20090402225655"," ","37.5747435","127.0177449"
"51","729504017","06-26","71257","20090402224925"," ","37.5719394","127.0141494"
"52","729504012","06-58","71257","20090402230901"," ","37.5735821","127.0096123"
"53","729710007","06-19","71257","20090326212028"," ","37.5716164","127.0135537"
"54","729401007","06-24","71257","20090402225005"," ","37.5706616","127.0140518"
"55","729606025","000150","72251","20090326025415","벌우물길20-1","37.5650561","127.0062968"
"56","729402007","000042","72251","20090326025114","삼송2길5","37.5655321","127.0054516"
"57","729406019","06-43","71257","20090402225304","낙산성곽길71","37.5754777","127.0074896"
"59","729710001","000181","72250","20090329133356","중앙시장15길17","37.567367","127.0180152"
"60","729606033","000176","72254","20090329091444"," ","37.5513754","127.0072861"
"61","728901007","000006","72254","20090402001720"," ","37.551087","127.006271"
"62","729705007","000187","72254","20090403195144"," ","37.5515675","127.0147761"
"63","719601004","5-26","71255","20090402211734"," ","37.6100743","126.9680248"
"64","719509012","5-7","71255","20090326192135","개울길28","37.6067142","126.9554342"
"65","719402005","109","92253","20090329144616"," ","37.5611114","126.9502515"
"66","719404003","2-28","71252","20090331182421"," ","37.5770466","126.9629096"
"67","719307001","2-27","71252","20090327211827"," ","37.5750876","126.9596686"
"68","719406011","4-15","71254","20090403131559"," ","37.5875686","126.9957045"
"70","729504008","000105","72250","20090329133053","중앙시장길37","37.5677997","127.0195654"
"71","729402001","000039","72254","20090329054436","동대길18","37.559078","127.001729"
"72","729101002","06-57","71257","20090402230848"," ","37.5760994","127.0104222"
"73","719509010","01-09","71250","20090401135328"," ","37.5884196","126.9808332"
"74","719510001","000231","72255","20090403185018"," ","37.5566116","126.9670888"
"75","719402002","130","92253","20090402190046"," ","37.5651347","126.9595287"
"76","719501022","3-7","71253","20090402080315","두껍다리길11","37.5694429","126.9933374"
"77","719708004","3-12","71253","20090402091448","이궁길4","37.5721221","126.9894676"
"78","719509017","3-16","71253","20090402090507"," ","37.5729876","126.9902132"
"79","719605011","000262","72252","20090415100934"," ","37.5590459","126.9840359"
"80","719502005","000369","72255","20090329062916","상정승4길20","37.5599345","126.9798059"
"81","719502015","000382","72255","20090330100658","은행나무3길25","37.5576913","126.9804503"
"82","719502017","000385","72255","20090330093703","회현길27","37.5573837","126.9795475"
"83","719504004","000392","72255","20090328190418"," ","37.5567767","126.9792833"
"84","719601001","000398","72255","20090328190524"," ","37.5564921","126.9772555"
"85","719502014","000381","72255","20090403075706"," ","37.559722","126.9780736"
"86","719501011","000386","72255","20090403075727"," ","37.5586634","126.9773507"
"87","719502012","000379","72255","20090330093306"," ","37.5572026","126.980377"
"88","729504024","000090","72251","20090329203804","번창길16","37.5656492","126.9953822"
"1","879912080","000028","91251","20090330161300"," ","37.507308","126.9425771"
"13","879507009","000138","91252","20090408112824"," ","37.4961226","126.936761"
"24","879512003","000069","87250","20090402210729"," ","37.4805489","126.9401061"
"36","729406020","06-41","71257","20090402225245"," ","37.5784957","127.0071918"
"46","729606014","000168","72250","20090325005255"," ","37.5569271","127.0164562"
"58","719501008","4-30","71254","20090331080240"," ","37.5693835","126.9993827"
"69","729406017","06-12","71257","20090402225642"," ","37.5805832","127.0156525"
"89","829210001","000008","82251","20090422112103"," ","37.5416984","127.1298261"
"91","879912045","000019","87252","20090402203646"," ","37.4867565","126.9164738"
"92","879912046","000020","87252","20090402203550"," ","37.4813017","126.9228711"
"93","879912024","000052","87252","20090403005406"," ","37.4801233","126.9253381"
"94","879912021","000049","87251","20090402234232"," ","37.4881896","126.9360089"
"95","879512012","000082","87251","20090402234248"," ","37.4870198","126.9419259"
"96","879912070","000025","87250","20090402234317"," ","37.482937","126.9616578"
"97","879611005","000100","87250","20090402212215"," ","37.4790761","126.9477635"
"98","879912048","000022","87251","20090402233640"," ","37.4839914","126.9506679"
"99","879912049","000054","87251","20090402233622"," ","37.4880427","126.953099"
"100","879912052","000026","87251","20090402233549"," ","37.4845666","126.9587163"
"101","879611006","000101","87250","20090402212208"," ","37.4783045","126.9566461"
"102","879912064","000005","91253","20090907192909"," ","37.5003505","126.9532301"
"103","879912071","000013","87252","20090403005324"," ","37.4862314","126.9609531"
"104","879912007","000090","91251","20090330153659"," ","37.5002791","126.961539"
"105","879912074","000021","91251","20090330162349"," ","37.508874","126.9352665"
"106","879512009","000076","87253","20090405083237"," ","37.4648588","126.918095"
"107","878903001","000007","87250","20090402211048"," ","37.4615994","126.9206929"
"109","879912068","000004","87253","20090403085041"," ","37.463673","126.9177999"
"110","879912054","000031","87250","20090402210849"," ","37.4706032","126.9312742"
"111","879912077","000017","87250","20090402210835"," ","37.4708729","126.9318587"
"112","879912013","000042","87250","20090402210814"," ","37.4737718","126.9320131"
"113","879307001","000057","87250","20090402210755"," ","37.4741707","126.9424263"
"114","879511005","000079","87250","20090402211400"," ","37.4638235","126.9363618"
"115","879611003","000098","87250","20090402211338"," ","37.4702998","126.9348613"
"116","879912053","000056","87250","20090402211326"," ","37.4777099","126.9415154"
"117","879303001","000040","87250","20090402211310"," ","37.4650492","126.9330897"
"118","879511004","000078","87250","20090402211251"," ","37.4739162","126.9619247"
"119","879912002","000085","91251","20090330161340"," ","37.5124146","126.9425295"
"121","719502007","000371","72255","20090329063346","상정승길29","37.560702","126.9796514"
"122","719402016","000055","72255","20090328131329"," ","37.5544109","126.9746336"
"123","719706009","000284","72255","20090325132823","월계수길32","37.5567643","126.9649801"
"124","779908011","97","77251","20090409113956"," ","37.5974547","127.0159281"
"125","719402011","85","92253","20090402190705"," ","37.5661861","126.9623512"
"126","719601003","2-31","71252","20090327204959"," ","37.573518","126.9639405"
"127","719508002","5-23","71255","20090326192606","총융청길36","37.6043438","126.9595571"
"128","719408004","2-17","71252","20090331095817"," ","37.5799353","126.9674108"
"129","719405004","2-10","71252","20090401111145"," ","37.5840297","126.9654186"
"130","719501019","5-9","71255","20090402211546"," ","37.5975827","126.9675403"
"131","719406015","5-11","71255","20090402211552"," ","37.5973247","126.9654177"
"230","729212001","06-64","71257","20090402225221"," ","37.5769397","127.0135506"
"231","729710005","06-28","71257","20090402230431"," ","37.5730202","127.0179871"
"232","729401008","06-25","71257","20090402225044"," ","37.5714126","127.0140692"
"233","769706007","000058","76253","20090327152554"," ","37.5019488","126.912636"
"234","779501004","54","77252","20090420153542"," ","37.6109369","127.0014815"
"235","749406024","000028","74253","20090423192924"," ","37.5337985","126.9548507"
"236","719605004","000255","72255","20090403075859"," ","37.5592521","126.976807"
"237","839808019","000082","83252","20090401225811"," ","37.5560093","126.9072721"
"238","879711002","000133","87250","20090402212108"," ","37.476357","126.9561944"
"239","749406013","000047","74251","20090418110958"," ","37.5393668","126.9931901"
"241","729504023","4-14","71254","20090331080816"," ","37.5768497","127.0066116"
"242","719501006","4-28","71254","20090417180116"," ","37.5695408","126.9980365"
"243","719409015","5-21","71255","20090402211721","총융청길44","37.603814","126.9594236"
"244","719509004","5-39","71255","20090402211803","삼지동길54","37.6041924","126.9573799"
"245","719405006","2-20","71252","20090327023532","통인시장길26-1","37.5803456","126.9696172"
"246","719401009","2-14","71252","20090401110924"," ","37.5809784","126.9654634"
"247","719407002","2-18","71252","20090331100242"," ","37.5803148","126.9674058"
"248","719501020","5-10","71255","20090326192429","백사실길30","37.5937852","126.9660265"
"249","719409023","3-21","71253","20090402215115","가회동한옥1길19-1","37.582911","126.9839379"
"250","719605016","000271","72255","20090417102059"," ","37.5535751","126.9634692"
"251","719501002","000396","72255","20090326110554","양정1길34","37.5541655","126.9638769"
"253","719604001","000267","72255","20090327200636"," ","37.5557277","126.9634699"
"254","759006001","035","75253","20090504113045"," ","37.5814268","127.041329"
"255","779305009","30","77253","20090408172157"," ","37.6119932","127.0415245"
"256","759006003","012","75251","20090504120755"," ","37.5875567","127.0453151"
"257","779605015","76","77251","20090409184409"," ","37.5932503","127.005528"
"258","759006004","013","75255","20090504121635"," ","37.5927628","127.0617176"
"259","779605007","68","77253","20090408172437"," ","37.609313","127.0608039"
"260","779610004","86","77253","20090408172444"," ","37.6068365","127.0592809"
"261","779908024","110","77253","20090408172456"," ","37.6072587","127.0537893"
"262","719606007","000251","72255","20090327200810","양정2길17","37.5555244","126.9659865"
"264","719706005","000296","72255","20090403185331","감골길14","37.5584935","126.9628204"
"181","749507003","000074","74253","20090418123754","용문시장2길9-20","37.535843","126.9598574"
"194","779605008","69","77250","20090326170842"," ","37.5967527","127.0341589"
"201","879512013","000094","87251","20090402234048"," ","37.4906286","126.9410091"
"213","879704001","000122","87250","20090402212102","예촌2길36","37.473699","126.9720099"
"225","748909004","000004","74252","20090326230144","신흥6길9-12","37.545333","126.9837482"
"240","729710006","06-16","71257","20090326213546"," ","37.5706893","127.0122417"
"252","719610005","000171","72255","20090327200910"," ","37.5548178","126.9626379"
"263","719607001","000250","72255","20090326161036","감골길29","37.5575568","126.9630958"
"265","719605017","86","92253","20090326124842","냉천3길24-3","37.5722277","126.9542386"
"266","719404004","3-4","71253","20090402080730"," ","37.5694142","126.991238"
"267","719707002","3-2","71253","20090402080609","수표다릿길33","37.5694332","126.9903664"
"268","719606009","3-15","71253","20090402090902","동광시장길89","37.5722605","126.991049"
"269","719406007","3-14","71253","20090402090617"," ","37.571748","126.9909756"
"270","719605014","000265","72252","20090328190014","목멱산길15","37.5589908","126.9852481"
"271","719502001","000191","72255","20090403075821"," ","37.5598577","126.9770105"
"272","769005001","000002","76253","20090409175759"," ","37.5041678","126.9066743"
"273","879507015","000144","91253","20090409102952"," ","37.4996573","126.9535465"
"274","839406001","000006","83253","20090407063222","관촌4길9","37.5654434","126.9056372"
"276","749305004","000019","74254","20090330192017","동빙고1길31","37.522436","126.9952985"
"277","769209001","000010","76254","20090330100426"," ","37.5072487","126.9163868"
"278","719401001","3-24","71253","20090402083028"," ","37.570554","126.9992929"
"279","719409016","5-22","71255","20090326192555"," ","37.6018548","126.9589337"
"280","749005001","000007","74253","20090423191426"," ","37.5349643","126.9576121"
"281","749508005","000080","74252","20091008112309","전생서7길15","37.5449428","126.9829195"
"282","749412009","000071","74252","20090326230303"," ","37.5517584","126.974824"
"283","729504013","06-38","71257","20090402230924"," ","37.5759222","127.0092761"
"284","719705002","000294","72255","20090325130709","중림길13","37.5575964","126.9671812"
"285","729512018","000144","72254","20090330095518","필동5길6-8","37.5550229","126.9951653"
"286","879512008","000074","87251","20090402234338"," ","37.4878715","126.9385162"
"288","879511006","000085","87250","20090402211304"," ","37.4765909","126.9548204"
"289","729512029","000140","72254","20090330095635"," ","37.5590016","126.99546"
"353","849005002","1","84251","20090328100533"," ","37.6701023","127.0317349"
"354","849708004","60","84251","20090325113008"," ","37.6742853","127.0476861"
"355","849707001","48","84251","20090403192059"," ","37.6788188","127.0372064"
"356","849406008","20","84250","20090403143138"," ","37.655952","127.0182613"
"357","849810006","77","84250","20090403143535"," ","37.652258","127.0309764"
"358","849810005","79","84250","20090326193245"," ","37.6530232","127.0356236"
"359","839808021","000084","83252","20090401232924","와우산길91","37.552064","126.9240821"
"360","839808038","000101","83252","20090401232842","참누리4길17","37.5531717","126.9158542"
"362","879512015","000084","87252","20090403004841"," ","37.4778429","126.9269407"
"363","779305002","23","77251","20090409184332","동망산길43","37.5782073","127.0181541"
"364","769505001","000045","76253","20090327215648"," ","37.4937342","126.9067555"
"365","719508006","4-36","71254","20090331075746","성균관담1길22-1","37.5837344","126.9961489"
"366","739606009","000074","73253","20090418162633"," ","37.5599551","127.0467263"
"367","779401006","36","77252","20090325105527"," ","37.6136865","127.0039422"
"368","739406008","000054","73253","20090418121406"," ","37.5618229","127.0294294"
"369","759206005","016","75252","20090504114252"," ","37.5781954","127.0447373"
"370","839808017","000080","83252","20090401232427","성지2길29","37.5462634","126.9161195"
"371","839808009","000072","83252","20090401231743"," ","37.5499022","126.9048948"
"372","839808024","000087","83252","20090401230320"," ","37.5527248","126.9020197"
"374","839808011","000074","83252","20090401230020"," ","37.5545487","126.9022853"
"375","879512016","000071","87251","20090402234011"," ","37.4850322","126.9483264"
"376","839808036","000099","83253","20090329081728"," ","37.5595963","126.8977165"
"377","839211019","000031","83253","20090407062716"," ","37.5634621","126.9114314"
"378","839406005","000049","83253","20090416093908"," ","37.5682407","126.909461"
"379","879208005","000038","87250","20090402212202"," ","37.4669459","126.9382965"
"380","879912043","000051","91251","20090330155059"," ","37.5027736","126.9620837"
"381","839211003","000013","83250","20090406173151","창터1길12","37.5460813","126.9377319"
"382","839307004","000035","83252","20090401232106"," ","37.5519132","126.9035643"
"383","839205001","000044","83250","20090406172419","고산말4길11","37.5489656","126.9419332"
"385","839211005","000015","83251","20090328204035","한서6길62","37.552346","126.94997"
"386","838905002","000002","83251","20090328203703","염동4길16","37.5520588","126.9479564"
"387","839307009","000012","83254","20090401103317"," ","37.5455401","126.953057"
"388","839706002","000057","83253","20090416094812"," ","37.5526317","126.950931"
"389","789306009","69","92252","20090402235052"," ","37.5861911","126.941743"
"390","789306003","68(소화전3312)","92252","20090402235008"," ","37.5848731","126.937688"
"391","789610005","84","92252","20090402235518"," ","37.5886301","126.9475782"
"393","789312031","72","92252","20090402235232"," ","37.5788193","126.9504351"
"394","789610006","39","92251","20090329102541"," ","37.570932","126.91635"
"395","789005004","4","92250","20090327143345"," ","37.5697665","126.9207459"
"396","789312029","9","92250","20090327143724"," ","37.5755417","126.9326061"
"397","789312027","5","92250","20090327143432"," ","37.5696227","126.9241284"
"398","789507004","28","92250","20090327150204"," ","37.5720972","126.9475175"
"399","808906009","000021","80251","20090328171941"," ","37.4680286","126.9914432"
"400","809701001","000031","80254","20090407000528"," ","37.5068164","127.0203213"
"401","808006001","000014","80253","20090401200142"," ","37.4861496","127.0024692"
"402","808906002","000007","80252","20090406171036","헌인복지6길64","37.4575398","127.0886956"
"404","809005001","000012","80252","20090406170433"," ","37.4609529","127.0901769"
"405","809206001","000011","80252","20090406170458","헌인복지1길27-9","37.4595728","127.0930746"
"406","739606008","000078","73254","20090415152719"," ","37.5573532","127.0201543"
"407","739206033","000015","73254","20090420135644"," ","37.5533789","127.0304376"
"408","739206011","000026","73253","20090418122231"," ","37.5606439","127.0250524"
"409","719409014","5-3","71255","20090326191534","먹정굴4길9-1","37.6133478","126.9547091"
"410","719412008","99","92253","20090329144810"," ","37.5602399","126.9526672"
"411","779908038","124","77251","20090409195534","욱구3길18-13","37.5842217","127.0091162"
"412","909611131","2-3","90251","20090408172121"," ","37.5809886","127.0914373"
"413","909308181","2-7","90251","20090623193202"," ","37.5856095","127.0820273"
"414","909611132","2-8","90251","20090408172111"," ","37.5843498","127.0782416"
"416","909308182","2-11","90251","20090408172051"," ","37.5794877","127.0902058"
"417","909805298","3-24","90252","20090408110005"," ","37.602578","127.1027353"
"418","909611134","3-5","90252","20090324184602"," ","37.5974588","127.0978932"
"419","909308185","3-6","90252","20090324184646"," ","37.5913699","127.0954916"
"420","909406302","3-7","90252","20090324184703"," ","37.5905736","127.1014177"
"421","909206304","3-14","90252","20090408111329"," ","37.5894528","127.0880983"
"422","909308187","3-15","90252","20090409101230"," ","37.590139","127.090036"
"423","909406303","3-16","90252","20090324184934"," ","37.5910826","127.0918298"
"290","729504028","000098","72251","20090328171916"," ","37.5623869","126.9956893"
"291","729504029","000099","72251","20090327123159","번창길15","37.5659257","126.9958793"
"292","828906003","000003","82253","20090423185652"," ","37.5505065","127.1290279"
"294","879506002","000064","87252","20090326105051"," ","37.4817463","126.9318712"
"295","879912017","000045","87251","20090402233502"," ","37.4895111","126.9375754"
"296","879606001","000095","87251","20090402233441"," ","37.4855401","126.9385854"
"297","879305006","000081","91252","20090417112426"," ","37.49821","126.9375428"
"298","879912019","000047","87251","20090402234026"," ","37.493136","126.9314091"
"299","779305004","25","77252","20090325105116"," ","37.6130825","127.0050904"
"300","779501021","47","77252","20090422112612"," ","37.6096734","127.0026321"
"301","779501007","57","77252","20090330081751"," ","37.6054559","127.0022598"
"302","779305003","24","77251","20090409115955"," ","37.5931916","127.0043559"
"303","779207005","16","77251","20090409185504"," ","37.5997098","127.0161746"
"305","779206001","8","77250","20090326190142"," ","37.5991278","127.0206265"
"306","769305007","000032","76253","20090329195038"," ","37.5012734","126.911478"
"307","769605003","000051","76254","20090330101522"," ","37.5007961","126.9131609"
"308","769405003","000037","76254","20090330101230"," ","37.5020002","126.9146382"
"309","769305004","000029","76253","20090329194618"," ","37.5018137","126.9135166"
"310","869801003","4-7","86253","20090328123401"," ","37.6207545","127.0577655"
"311","869702003","4-3","86253","20090328123724"," ","37.6225457","127.0567335"
"312","869702001","4-1","86253","20090330135635"," ","37.6167182","127.0627683"
"313","869712003","3-6","86252","20090330153604"," ","37.623157","127.078029"
"314","869712005","1-3","90250","20090408142440"," ","37.607841","127.0809974"
"316","739707004","000022","73253","20090422150128","우시장길22","37.5695461","127.0396243"
"317","739406006","000051","73253","20090421161324"," ","37.5591567","127.0309222"
"318","739707003","000020","73256","20090410191433"," ","37.5540332","127.0298803"
"319","739206020","000021","73250","20090413195621"," ","37.5563442","127.0318018"
"320","739506003","000062","73256","20090410191247"," ","37.5610828","127.0912653"
"321","739506005","000066","73252","20090330194422"," ","37.5560825","127.0741703"
"322","739406001","000057","73256","20090420132021"," ","37.5451722","127.0137625"
"323","739206032","000014","73254","20090420134233","도움길50","37.5485341","127.0329926"
"324","739606005","000071","73251","20090415200525"," ","37.551039","127.0426087"
"325","739206034","000016","73253","20090422150057"," ","37.5413724","127.042172"
"326","739206008","000002","73255","20090415080840"," ","37.5365566","127.054777"
"327","739306005","000039","73255","20090415081032"," ","37.5366301","127.0649583"
"328","739506001","000060","73255","20090415081210"," ","37.5352945","127.0659855"
"329","739707002","000077","73252","20090330192432"," ","37.5488313","127.0713444"
"330","779206004","11","77252","20090416143939"," ","37.6142981","127.0030099"
"331","869712004","4-8","86253","20090408164045"," ","37.6309331","127.0571976"
"332","839808037","000100","83252","20090329225945"," ","37.5624682","126.925491"
"333","719809005","5-17","71255","20090402211658","자하문길262-2","37.5977889","126.9634895"
"334","839211020","000030","83250","20090406172238","새터말1길12","37.5468941","126.9253134"
"335","789312030","15","92250","20090327144932"," ","37.5645833","126.9332922"
"336","809305001","000016","80254","20090407000439","나무장터1길13","37.4897874","127.0047925"
"337","779207008","19","77252","20090416154000"," ","37.6073504","127.0067624"
"338","779908003","89","77253","20090408172227"," ","37.6102494","127.0382297"
"339","779104001","7","77250","20090326170016"," ","37.5982586","127.0363812"
"340","779908026","112","77250","20090326164504"," ","37.6050321","127.0278859"
"341","779605003","64","77250","20090326171024"," ","37.5937946","127.033091"
"342","779908015","101","77252","20090329104953"," ","37.6092362","127.0108773"
"343","719706002","000292","72255","20090325091608"," ","37.5522841","126.9622963"
"344","719201001","000390","72255","20090403080434"," ","37.5581555","126.9768643"
"345","719708001","2-6","71252","20090401114742"," ","37.5854685","126.9663321"
"346","729406021","000074","72251","20090328094437"," ","37.5677064","126.9965333"
"347","779207004","15","77251","20090409185150","넓은마당길37-8","37.5823476","127.0159298"
"348","869702006","4-6","86253","20090408164132"," ","37.6247268","127.0595337"
"349","869702007","4-14","90253","20090414101218"," ","37.6035993","127.0822228"
"350","869705002","4-5","90253","20090414101016"," ","37.5982115","127.0858796"
"351","869812009","4-9","90253","20090414101030"," ","37.59833","127.0867981"
"352","849506003","39","84250","20090326193519"," ","37.653377","127.0239796"
"275","749508001","000076","74252","20090326225727","미리내길27","37.5471313","126.9835819"
"287","879912050","000023","87251","20090402233531"," ","37.4904907","126.9586278"
"293","829707008","000030","82251","20090425142837"," ","37.5402333","127.1300026"
"304","779605012","73","77252","20090331131349"," ","37.5989972","127.0051712"
"315","719708005","5-32","71255","20090326192702"," ","37.6055398","126.9649604"
"169","739606006","000070","73251","20090414104244","한수길82","37.5499772","127.0650662"
"170","779908013","99","77251","20090409112411","정각사2길31","37.5862913","127.0076018"
"171","769305009","000036","76254","20090330101152"," ","37.5009285","126.9139178"
"172","769411001","000014","76254","20090330100847"," ","37.5023804","126.9167975"
"173","769706009","000060","76253","20090409175717"," ","37.4987786","126.9071454"
"174","769305003","000028","76253","20090329194443"," ","37.5035284","126.9112809"
"175","769209003","000012","76254","20090330100638"," ","37.508132","126.9155316"
"176","769209002","000011","76254","20090330100530"," ","37.5082166","126.9166839"
"90","829406002","000017","82251","20090422111954"," ","37.5416568","127.1277133"
"108","878903004","000008","87252","20090403005310"," ","37.4601985","126.9216451"
"120","719609001","000243","72255","20090327201039","양정4길13-1","37.5557104","126.962762"
"132","719304001","04-04","71254","20090331075625","혜화초등길75","37.5901874","126.9922241"
"134","719502010","000375","72255","20090325094020"," ","37.5529652","126.963229"
"146","719411001","133","92253","20090402185940","금화길144-2","37.5609412","126.9601365"
"158","719412001","114","92253","20090329144504"," ","37.5621816","126.949836"
"177","749412006","000068","74251","20090328053954"," ","37.5315691","127.003442"
"178","749412003","000065","74251","20090329204716"," ","37.5305856","127.003927"
"179","749305005","000020","74251","20090418123032","마전터4길14","37.5294443","127.0021082"
"180","749512001","000081","74250","20090423160105"," ","37.5517013","126.9633518"
"182","879805001","000139","87250","20090402212149"," ","37.476012","126.9348086"
"183","839808016","000079","83251","20090328205715"," ","37.5404804","126.9534829"
"184","839808027","000090","83251","20090328205643"," ","37.5353836","126.9450764"
"185","839808004","000067","83251","20090328205236","염산5길8","37.5553692","126.9480853"
"186","839808039","000102","83251","20090328205301","염동길67-6","37.5508072","126.9471281"
"187","839808020","000083","83251","20090328205539","아리수4길21","37.5417953","126.9381425"
"188","879507011","000140","91253","20090409103306"," ","37.4942314","126.9533285"
"189","839808014","000077","83252","20090401225646","와우산길13","37.5556846","126.9309161"
"190","839307008","000037","83250","20090406183315","당인리3길5","37.5461069","126.9207304"
"191","789412011","70","92252","20090402235109"," ","37.5872492","126.9412089"
"192","789005005","2","92250","20090327143202"," ","37.5732719","126.924564"
"193","808906004","000009","80252","20090406171049","헌인복지1길36","37.4586304","127.090382"
"195","809605001","000028","80252","20090406171439"," ","37.4593851","127.0470694"
"196","769305005","000030","76253","20090329194808"," ","37.5029523","126.9123378"
"197","749406016","000050","74250","20090423161258"," ","37.5381026","126.9683624"
"198","869712001","3-4","86252","20090403133942"," ","37.637415","127.1106495"
"199","879912085","000034","91253","20090409103309"," ","37.4962688","126.9511535"
